speed_kmh,engine_rpm,throttle_pos,coolant_temp,fuel_level,intake_air_temp,label
34.7,1571.0,19.67,101.9,55.2,44.7,SLOW
20.17,1649.0,6.12,90.0,50.2,29.6,SLOW
117.89,4892.0,80.36,87.8,39.5,44.3,AGGRESSIVE
60.1,3081.0,41.08,87.2,18.1,26.8,NORMAL
74.55,2306.0,32.38,99.5,51.0,48.9,NORMAL
154.23,4272.0,96.38,84.4,41.7,41.9,AGGRESSIVE
33.62,1533.0,13.68,88.1,65.0,36.6,SLOW
67.22,2223.0,47.91,80.6,80.4,20.3,NORMAL
52.19,2486.0,30.58,103.6,29.6,35.7,NORMAL
106.19,3895.0,65.76,81.1,17.2,45.1,AGGRESSIVE
133.41,6016.0,96.58,84.2,75.1,36.1,AGGRESSIVE
31.97,1036.0,9.91,103.0,93.3,43.2,SLOW
101.42,4230.0,76.72,83.4,43.6,34.4,AGGRESSIVE
55.47,3464.0,41.64,100.1,87.9,24.7,NORMAL
70.82,2830.0,44.23,96.0,52.5,32.1,NORMAL
58.07,3231.0,44.14,85.4,85.1,38.3,NORMAL
73.34,2317.0,39.64,100.6,66.0,20.7,NORMAL
72.5,2913.0,20.94,89.4,41.3,43.0,NORMAL
37.61,1665.0,7.51,96.3,89.5,27.3,SLOW
35.69,1967.0,19.49,81.5,12.9,45.1,SLOW
114.47,5819.0,93.34,98.2,65.8,39.2,AGGRESSIVE
37.19,1309.0,15.87,94.8,93.5,27.5,SLOW
29.27,1893.0,11.55,98.1,96.5,35.3,SLOW
33.69,998.0,9.66,86.3,24.1,43.8,SLOW
121.01,6375.0,98.06,93.8,12.8,31.5,AGGRESSIVE
62.72,3295.0,20.82,97.8,34.4,24.5,NORMAL
37.22,1673.0,18.49,102.3,91.9,26.4,SLOW
54.26,3058.0,21.86,96.8,78.8,41.3,NORMAL
73.46,3470.0,23.46,81.1,77.6,43.7,NORMAL
127.3,3878.0,78.33,97.9,61.4,44.5,AGGRESSIVE
109.52,3998.0,69.92,89.5,35.4,34.1,AGGRESSIVE
59.04,3131.0,46.74,86.3,96.4,49.5,NORMAL
94.43,4160.0,63.87,101.0,63.3,46.0,AGGRESSIVE
124.49,3692.0,61.29,100.7,86.4,21.0,AGGRESSIVE
117.3,4370.0,95.02,81.6,90.2,21.9,AGGRESSIVE
148.82,5365.0,95.16,90.1,40.0,31.2,AGGRESSIVE
22.68,839.0,8.13,83.0,59.4,43.9,SLOW
33.94,1128.0,15.11,92.0,28.8,44.8,SLOW
53.99,3152.0,26.15,97.2,54.4,38.1,NORMAL
26.75,1141.0,18.17,90.0,31.3,36.4,SLOW
128.74,4769.0,97.25,96.6,51.6,37.1,AGGRESSIVE
35.5,843.0,5.73,93.1,14.5,33.9,SLOW
132.9,6033.0,67.73,80.2,12.9,39.9,AGGRESSIVE
79.6,2474.0,39.27,101.0,51.9,25.3,NORMAL
38.9,1616.0,11.31,91.7,80.8,23.2,SLOW
23.39,1732.0,18.84,94.4,17.7,25.0,SLOW
25.34,1923.0,10.14,102.7,79.5,48.3,SLOW
20.56,882.0,10.96,86.9,93.3,44.9,SLOW
22.32,1006.0,5.58,87.4,33.2,24.6,SLOW
46.84,2002.0,41.68,103.3,35.5,41.1,NORMAL
85.18,5633.0,66.27,104.2,14.6,33.5,AGGRESSIVE
78.94,2493.0,41.64,92.5,60.2,34.9,NORMAL
35.92,1868.0,5.42,86.9,27.0,20.1,SLOW
110.57,6268.0,62.88,83.0,15.7,22.2,AGGRESSIVE
34.45,1350.0,6.69,85.7,55.2,26.7,SLOW
31.69,1052.0,17.94,100.2,69.1,48.7,SLOW
32.07,1774.0,6.21,93.7,75.9,45.9,SLOW
31.56,972.0,16.24,82.5,64.8,48.5,SLOW
21.37,1365.0,15.07,102.4,19.2,25.9,SLOW
20.88,1811.0,15.37,97.7,11.1,48.5,SLOW
23.35,1235.0,18.75,86.8,61.4,31.7,SLOW
149.85,5324.0,89.9,104.0,31.6,36.1,AGGRESSIVE
71.96,2937.0,35.5,103.5,93.8,45.6,NORMAL
29.64,1912.0,12.32,97.7,63.4,43.5,SLOW
23.6,946.0,7.8,93.9,78.2,24.6,SLOW
71.84,2192.0,25.28,80.9,17.6,26.2,NORMAL
42.18,3476.0,46.86,94.5,16.7,47.2,NORMAL
74.93,3091.0,26.97,96.8,17.8,20.7,NORMAL
38.3,1047.0,17.24,91.3,96.2,26.2,SLOW
23.81,1108.0,10.07,84.0,23.3,46.6,SLOW
104.62,5223.0,91.62,91.7,86.2,29.7,AGGRESSIVE
24.09,869.0,15.05,95.9,18.5,31.6,SLOW
96.48,6041.0,82.52,95.2,89.8,48.9,AGGRESSIVE
40.67,2271.0,31.79,99.9,20.4,28.4,NORMAL
23.46,1651.0,9.15,98.7,33.7,23.6,SLOW
157.22,4306.0,89.86,89.7,99.8,26.9,AGGRESSIVE
56.88,2819.0,36.09,87.9,91.7,28.4,NORMAL
21.58,1611.0,19.92,104.4,35.0,49.5,SLOW
27.06,1823.0,9.2,87.3,83.4,43.5,SLOW
61.31,3133.0,24.08,96.9,88.5,46.0,NORMAL
20.96,1590.0,10.32,94.3,81.8,25.9,SLOW
34.67,930.0,8.48,94.2,75.5,30.3,SLOW
95.68,6426.0,68.24,98.3,38.2,49.3,AGGRESSIVE
25.41,1357.0,13.7,98.0,15.3,39.1,SLOW
36.33,1752.0,9.48,86.0,11.6,39.0,SLOW
39.15,1407.0,9.93,95.8,66.9,41.1,SLOW
158.36,6369.0,67.25,103.8,18.0,46.2,AGGRESSIVE
115.51,4314.0,99.37,81.3,17.1,44.7,AGGRESSIVE
23.28,988.0,10.85,103.3,60.9,32.8,SLOW
115.34,5636.0,78.01,86.4,53.2,23.0,AGGRESSIVE
31.28,1962.0,15.91,99.4,11.6,20.8,SLOW
139.91,5808.0,64.97,96.3,97.7,31.7,AGGRESSIVE
49.09,2942.0,36.87,91.9,33.3,25.5,NORMAL
76.55,3150.0,37.66,99.5,83.0,31.2,NORMAL
108.81,5432.0,99.4,87.9,74.5,40.7,AGGRESSIVE
21.37,1350.0,17.55,103.0,47.7,29.1,SLOW
58.63,2940.0,26.0,101.9,45.5,27.8,NORMAL
75.17,2157.0,22.75,94.2,60.1,32.6,NORMAL
100.32,5947.0,82.36,87.7,37.3,32.5,AGGRESSIVE
83.69,3624.0,90.23,92.8,88.7,28.5,AGGRESSIVE
58.83,3436.0,29.23,81.4,58.0,24.4,NORMAL
71.49,2835.0,47.88,80.2,45.4,48.4,NORMAL
99.78,5403.0,94.63,80.3,19.6,29.0,AGGRESSIVE
152.96,4383.0,97.68,80.9,91.2,21.8,AGGRESSIVE
140.66,5980.0,81.47,91.7,24.3,45.6,AGGRESSIVE
28.12,981.0,11.35,84.5,16.5,37.8,SLOW
37.47,970.0,12.45,95.3,86.0,41.3,SLOW
20.84,1396.0,5.67,93.6,99.6,25.7,SLOW
29.01,1233.0,15.88,90.1,95.4,46.5,SLOW
146.59,3900.0,73.14,85.6,70.2,28.7,AGGRESSIVE
36.0,1145.0,17.47,100.3,38.5,27.3,SLOW
21.7,1517.0,17.1,94.9,12.6,26.1,SLOW
75.26,2522.0,23.72,95.1,66.6,43.9,NORMAL
89.53,4570.0,93.63,89.2,31.1,23.2,AGGRESSIVE
34.22,1285.0,11.49,83.2,26.2,34.7,SLOW
133.33,5888.0,78.42,96.8,30.7,34.4,AGGRESSIVE
24.59,1267.0,18.67,97.5,95.3,26.1,SLOW
83.92,4911.0,82.25,93.7,65.1,42.1,AGGRESSIVE
106.59,6377.0,85.83,99.7,47.1,25.7,AGGRESSIVE
119.05,6132.0,84.19,91.9,41.1,35.1,AGGRESSIVE
21.7,884.0,12.06,103.9,38.3,33.8,SLOW
36.09,1338.0,12.35,90.9,43.8,45.6,SLOW
73.72,2547.0,40.6,88.4,57.6,44.1,NORMAL
61.48,2753.0,49.28,88.0,61.1,34.8,NORMAL
130.29,4213.0,83.73,94.4,68.7,39.3,AGGRESSIVE
138.74,6145.0,83.04,84.7,18.0,48.1,AGGRESSIVE
53.24,2623.0,23.0,85.3,38.5,43.9,NORMAL
65.49,2542.0,47.62,82.1,86.6,20.1,NORMAL
54.71,2794.0,43.87,100.7,10.8,48.9,NORMAL
22.29,902.0,14.57,81.4,45.8,27.3,SLOW
20.82,1203.0,11.38,80.1,34.9,31.7,SLOW
28.36,1526.0,5.33,97.6,31.5,24.8,SLOW
29.79,1361.0,14.38,88.0,91.8,42.9,SLOW
45.11,2099.0,35.47,84.8,37.5,37.5,NORMAL
29.22,849.0,14.69,93.5,58.9,48.5,SLOW
75.63,2653.0,26.34,83.5,74.5,45.5,NORMAL
53.04,2130.0,33.49,88.9,45.5,26.4,NORMAL
22.02,1133.0,7.73,93.0,34.6,42.7,SLOW
53.24,2013.0,39.29,103.2,69.5,42.7,NORMAL
33.1,1440.0,13.76,100.2,36.4,28.1,SLOW
119.3,4365.0,87.1,94.5,80.0,27.2,AGGRESSIVE
48.13,3391.0,43.66,101.8,21.3,27.7,NORMAL
136.23,5364.0,99.63,83.7,24.5,43.9,AGGRESSIVE
67.04,3136.0,41.65,87.0,40.0,27.2,NORMAL
62.24,2468.0,47.26,98.1,57.6,37.9,NORMAL
95.92,3811.0,71.82,92.6,71.0,27.5,AGGRESSIVE
59.81,2847.0,33.38,91.2,23.7,40.8,NORMAL
85.0,5292.0,75.2,87.7,61.3,48.0,AGGRESSIVE
57.84,3463.0,36.34,93.1,40.3,21.6,NORMAL
62.89,2603.0,24.23,80.3,21.1,37.5,NORMAL
139.26,3897.0,82.45,102.8,16.6,46.0,AGGRESSIVE
32.89,1625.0,14.97,102.2,19.4,21.0,SLOW
107.21,4586.0,86.17,98.2,13.9,21.8,AGGRESSIVE
80.49,6135.0,90.64,84.7,96.9,41.7,AGGRESSIVE
133.95,4831.0,63.83,92.8,11.2,38.9,AGGRESSIVE
59.84,2191.0,43.38,83.6,24.2,38.8,NORMAL
106.28,4454.0,89.18,80.6,79.4,23.2,AGGRESSIVE
155.4,4215.0,60.11,102.8,67.2,38.4,AGGRESSIVE
118.86,6439.0,88.12,99.7,16.6,25.0,AGGRESSIVE
72.4,3332.0,46.99,82.2,13.1,29.6,NORMAL
21.74,1890.0,16.07,85.7,43.8,44.0,SLOW
36.37,1335.0,19.35,102.7,74.0,41.5,SLOW
26.72,1459.0,11.71,83.9,52.7,48.0,SLOW
67.63,2752.0,23.52,100.4,52.8,31.0,NORMAL
26.06,1054.0,16.19,87.9,87.0,44.5,SLOW
63.21,2673.0,23.09,89.6,66.5,33.3,NORMAL
33.24,902.0,15.31,80.8,83.2,49.1,SLOW
22.06,1232.0,7.36,92.2,32.3,41.7,SLOW
21.7,1025.0,19.21,96.9,90.6,37.7,SLOW
23.6,1566.0,18.51,93.1,11.4,36.5,SLOW
23.34,1000.0,19.91,104.9,16.1,31.1,SLOW
43.77,3125.0,31.29,83.5,18.4,39.5,NORMAL
22.01,1620.0,13.96,99.6,82.4,42.8,SLOW
50.84,2239.0,45.34,97.1,41.1,24.9,NORMAL
63.06,2130.0,39.32,91.3,57.5,41.4,NORMAL
93.19,5722.0,69.17,102.1,71.1,42.8,AGGRESSIVE
38.92,1941.0,7.58,87.0,92.9,34.5,SLOW
71.84,3017.0,24.26,85.0,31.9,21.4,NORMAL
102.88,3944.0,76.88,99.6,88.1,21.6,AGGRESSIVE
55.48,3152.0,47.81,95.1,49.3,39.5,NORMAL
77.25,2372.0,25.15,104.0,76.9,39.0,NORMAL
47.65,3185.0,26.94,85.3,61.5,46.9,NORMAL
37.65,1834.0,13.59,101.2,71.5,33.0,SLOW
133.79,4749.0,99.21,88.5,67.5,23.0,AGGRESSIVE
51.2,2176.0,37.49,84.2,18.6,35.8,NORMAL
135.14,5217.0,76.36,80.5,82.0,44.9,AGGRESSIVE
152.31,5836.0,61.57,83.3,40.0,21.5,AGGRESSIVE
76.21,2235.0,33.69,97.6,32.0,46.0,NORMAL
30.5,1185.0,17.47,83.2,22.3,36.1,SLOW
159.06,3604.0,95.43,101.5,12.4,20.7,AGGRESSIVE
39.45,1377.0,8.77,82.7,87.7,33.2,SLOW
74.91,2858.0,31.73,99.5,17.7,49.6,NORMAL
130.03,3956.0,96.9,88.3,52.3,43.0,AGGRESSIVE
122.81,3626.0,77.69,102.3,85.8,40.5,AGGRESSIVE
37.7,1078.0,13.23,90.9,78.2,38.5,SLOW
63.15,2835.0,20.02,101.9,59.0,37.5,NORMAL
78.58,2462.0,28.22,99.0,41.0,41.1,NORMAL
87.14,3657.0,63.58,90.6,38.6,25.8,AGGRESSIVE
125.03,6453.0,73.89,103.7,34.3,23.1,AGGRESSIVE
137.64,4298.0,77.03,88.6,27.1,21.7,AGGRESSIVE
28.75,1814.0,6.27,103.2,47.9,20.6,SLOW
68.63,2167.0,33.35,86.3,71.1,46.3,NORMAL
38.3,1744.0,16.9,87.6,81.4,45.5,SLOW
152.41,5831.0,67.43,85.8,63.4,38.1,AGGRESSIVE
34.63,1155.0,9.03,96.2,28.2,28.1,SLOW
75.08,3404.0,25.9,96.3,51.2,33.1,NORMAL
75.53,2918.0,43.81,87.4,16.1,49.2,NORMAL
33.91,801.0,11.48,95.1,85.0,29.4,SLOW
116.11,6480.0,91.85,85.5,61.3,43.1,AGGRESSIVE
72.24,2092.0,21.15,93.7,14.7,24.1,NORMAL
90.52,5426.0,64.59,91.3,19.1,49.1,AGGRESSIVE
68.24,2145.0,20.66,97.8,57.9,30.0,NORMAL
67.62,2156.0,42.05,84.8,11.7,29.0,NORMAL
34.22,1641.0,16.59,93.1,32.6,27.6,SLOW
25.44,1456.0,11.16,91.5,64.3,31.0,SLOW
82.65,4267.0,70.51,94.6,98.9,22.7,AGGRESSIVE
39.84,1356.0,5.33,94.5,39.1,23.4,SLOW
109.53,4281.0,72.38,80.2,88.2,37.4,AGGRESSIVE
39.76,1381.0,5.68,94.5,11.7,38.6,SLOW
95.36,3993.0,98.01,95.9,71.2,38.2,AGGRESSIVE
52.28,3326.0,33.14,99.0,54.8,36.6,NORMAL
155.13,5764.0,75.48,89.4,68.6,49.2,AGGRESSIVE
49.02,2395.0,20.57,90.6,57.2,43.6,NORMAL
29.18,1719.0,10.4,96.3,18.4,29.2,SLOW
62.94,2800.0,37.54,85.6,75.9,40.7,NORMAL
57.14,2461.0,23.05,80.6,78.0,24.5,NORMAL
37.36,1179.0,17.37,104.9,14.7,44.1,SLOW
59.33,2190.0,21.96,96.0,90.2,38.9,NORMAL
69.69,3383.0,40.48,104.1,33.5,31.4,NORMAL
57.67,2643.0,44.57,83.5,70.8,39.4,NORMAL
140.4,5103.0,90.83,84.5,83.9,23.1,AGGRESSIVE
64.99,3494.0,24.54,96.2,62.9,48.2,NORMAL
31.85,1782.0,7.16,98.9,97.3,40.5,SLOW
114.46,4937.0,60.47,93.8,80.4,25.1,AGGRESSIVE
75.13,3398.0,47.38,100.1,72.6,38.3,NORMAL
25.32,1919.0,12.74,81.0,90.1,43.6,SLOW
109.44,6124.0,88.42,95.4,64.8,38.0,AGGRESSIVE
127.76,3775.0,64.96,90.2,47.0,23.3,AGGRESSIVE
128.64,4441.0,81.76,83.0,21.0,41.3,AGGRESSIVE
126.29,6150.0,94.4,104.6,91.4,36.6,AGGRESSIVE
117.77,5950.0,72.61,97.7,94.7,44.9,AGGRESSIVE
115.38,4291.0,68.13,95.3,59.0,38.2,AGGRESSIVE
33.85,1099.0,17.87,102.8,83.0,39.3,SLOW
135.29,5154.0,91.14,101.6,96.3,41.1,AGGRESSIVE
52.68,2822.0,33.27,80.7,67.4,37.6,NORMAL
135.59,5475.0,84.64,90.1,61.4,36.8,AGGRESSIVE
35.44,1707.0,10.51,90.4,40.8,48.9,SLOW
21.32,1122.0,19.98,95.7,66.8,39.5,SLOW
57.04,3214.0,29.38,94.6,63.0,20.2,NORMAL
71.58,2054.0,23.68,103.6,88.9,42.7,NORMAL
46.81,2570.0,43.49,101.9,26.8,20.3,NORMAL
93.24,3627.0,92.76,91.2,50.7,21.1,AGGRESSIVE
132.77,5149.0,83.54,93.9,84.4,48.5,AGGRESSIVE
116.4,4184.0,95.53,89.9,41.4,26.4,AGGRESSIVE
28.79,1923.0,10.17,102.9,72.4,49.7,SLOW
96.14,4434.0,80.83,84.8,59.6,35.3,AGGRESSIVE
137.66,5658.0,73.39,95.0,22.1,23.2,AGGRESSIVE
68.62,3049.0,31.73,100.5,10.2,41.9,NORMAL
59.74,2562.0,41.26,101.7,10.6,24.2,NORMAL
29.72,1667.0,8.79,92.2,89.3,39.2,SLOW
30.66,947.0,13.63,97.0,49.8,43.6,SLOW
59.27,2424.0,21.69,100.6,71.9,36.4,NORMAL
157.79,5617.0,85.48,91.2,26.1,20.2,AGGRESSIVE
107.23,4384.0,98.57,101.6,44.3,39.5,AGGRESSIVE
34.69,1108.0,14.78,93.3,68.8,25.3,SLOW
49.57,2399.0,30.8,90.7,20.2,30.4,NORMAL
38.95,1910.0,8.3,96.4,83.5,31.3,SLOW
33.64,1516.0,18.51,88.8,71.4,34.7,SLOW
58.46,3240.0,42.08,104.6,36.8,31.7,NORMAL
33.39,1788.0,18.25,81.9,25.5,39.8,SLOW
95.64,5382.0,75.89,100.1,91.4,34.0,AGGRESSIVE
62.72,3280.0,45.18,97.5,55.4,23.7,NORMAL
41.11,3489.0,45.94,95.9,90.4,24.1,NORMAL
109.28,4479.0,82.49,90.9,12.8,47.9,AGGRESSIVE
72.13,2693.0,46.26,85.8,18.1,47.2,NORMAL
25.85,1842.0,7.1,93.9,35.5,35.5,SLOW
42.31,2812.0,42.37,96.9,44.5,43.6,NORMAL
39.47,872.0,15.0,97.8,35.2,21.8,SLOW
74.49,2098.0,36.28,83.5,73.0,36.1,NORMAL
22.32,1380.0,18.97,82.8,42.1,20.8,SLOW
61.24,3172.0,24.06,93.0,34.8,46.9,NORMAL
38.67,1771.0,18.75,103.1,67.4,28.7,SLOW
32.23,1788.0,17.89,83.4,88.9,45.8,SLOW
142.57,4097.0,95.38,84.4,17.4,37.6,AGGRESSIVE
23.58,998.0,15.89,93.9,45.3,42.1,SLOW
116.54,5372.0,71.34,101.3,71.5,44.7,AGGRESSIVE
94.24,4637.0,64.14,91.9,56.0,21.7,AGGRESSIVE
30.47,1086.0,7.77,92.6,34.8,37.1,SLOW
50.61,2374.0,23.57,102.6,35.3,42.3,NORMAL
21.78,1427.0,6.88,102.1,87.2,28.9,SLOW
33.52,1350.0,19.02,87.7,12.3,23.4,SLOW
86.25,5970.0,99.28,85.1,24.5,47.9,AGGRESSIVE
45.23,2985.0,31.05,85.2,96.1,48.6,NORMAL
22.4,1043.0,17.81,89.2,24.8,20.2,SLOW
73.41,3287.0,47.53,104.6,84.8,25.9,NORMAL
121.1,5966.0,64.76,85.7,94.1,24.6,AGGRESSIVE
24.59,852.0,19.96,88.7,99.7,34.5,SLOW
76.93,2228.0,43.11,94.9,58.5,47.0,NORMAL
88.45,6020.0,88.38,99.9,62.6,40.5,AGGRESSIVE
47.63,2465.0,38.38,92.5,25.0,42.8,NORMAL
26.28,1565.0,8.86,86.1,53.7,22.5,SLOW
101.69,5271.0,90.21,83.4,99.4,27.5,AGGRESSIVE
114.8,6334.0,95.51,100.6,34.0,20.1,AGGRESSIVE
129.55,6199.0,75.53,80.7,99.1,27.4,AGGRESSIVE
48.15,2548.0,21.53,80.2,72.7,33.7,NORMAL
69.75,2230.0,36.79,86.8,35.0,44.3,NORMAL
98.19,5838.0,91.84,85.9,43.4,41.0,AGGRESSIVE
20.3,1915.0,18.35,91.3,61.0,45.4,SLOW
25.96,1136.0,9.98,102.1,60.7,34.1,SLOW
152.32,5313.0,85.96,102.1,19.8,21.9,AGGRESSIVE
20.31,998.0,6.98,93.4,95.8,36.7,SLOW
21.79,861.0,14.29,95.7,11.9,38.3,SLOW
63.27,2649.0,33.21,88.4,28.9,46.5,NORMAL
108.46,5136.0,96.74,87.4,15.1,35.2,AGGRESSIVE
93.34,5780.0,84.17,89.5,42.5,26.1,AGGRESSIVE
81.17,4935.0,84.61,102.8,24.0,49.1,AGGRESSIVE
33.34,1148.0,16.74,81.3,89.7,30.9,SLOW
23.13,1037.0,7.47,96.6,35.2,32.7,SLOW
87.04,5149.0,69.29,104.1,12.3,37.9,AGGRESSIVE
56.66,3053.0,36.88,86.6,48.3,37.2,NORMAL
111.93,3789.0,78.48,98.7,30.4,34.2,AGGRESSIVE
35.02,1587.0,8.29,99.5,91.8,36.4,SLOW
53.01,2762.0,41.33,101.0,73.4,24.4,NORMAL
46.61,3257.0,40.52,97.0,55.2,33.6,NORMAL
105.07,5957.0,96.27,96.4,92.3,30.5,AGGRESSIVE
58.6,2011.0,30.6,89.2,33.6,49.4,NORMAL
28.82,863.0,18.45,100.4,24.5,35.0,SLOW
29.52,1076.0,19.33,96.6,11.4,40.9,SLOW
39.73,1020.0,6.25,91.8,44.2,21.7,SLOW
54.85,2404.0,48.84,96.1,77.3,29.4,NORMAL
27.38,1569.0,6.07,96.8,93.4,22.8,SLOW
30.95,1373.0,6.1,88.1,58.2,41.5,SLOW
119.31,4687.0,92.44,85.4,43.0,42.9,AGGRESSIVE
151.58,4360.0,83.58,101.0,56.6,25.7,AGGRESSIVE
21.86,1510.0,18.97,89.5,55.2,48.0,SLOW
44.21,3350.0,46.71,101.7,86.2,38.0,NORMAL
89.52,5602.0,82.61,81.5,20.0,34.9,AGGRESSIVE
72.43,2547.0,34.88,103.0,44.3,34.4,NORMAL
64.5,2737.0,46.99,89.3,86.9,48.7,NORMAL
111.11,5107.0,86.63,88.9,57.6,24.2,AGGRESSIVE
38.48,1942.0,8.93,86.8,44.7,36.5,SLOW
102.44,6167.0,83.44,91.0,26.0,22.5,AGGRESSIVE
125.53,5304.0,72.04,104.9,30.5,20.7,AGGRESSIVE
61.47,2308.0,44.04,84.4,70.9,36.5,NORMAL
37.94,834.0,11.59,100.7,85.7,43.4,SLOW
70.93,2944.0,28.08,85.9,28.9,36.4,NORMAL
32.23,1254.0,7.78,87.2,79.0,22.1,SLOW
108.83,6150.0,83.62,101.1,26.9,28.8,AGGRESSIVE
58.28,2545.0,37.42,90.0,65.6,30.7,NORMAL
29.58,1800.0,8.41,84.8,92.3,28.4,SLOW
61.8,2324.0,40.71,99.5,18.1,23.7,NORMAL
45.29,2174.0,44.72,84.3,21.1,37.2,NORMAL
141.63,5400.0,71.53,84.7,45.9,47.1,AGGRESSIVE
63.44,2609.0,48.87,82.4,66.7,24.5,NORMAL
21.82,1491.0,18.77,99.8,24.3,26.4,SLOW
61.35,3258.0,48.94,90.6,41.9,49.3,NORMAL
106.96,4988.0,80.12,94.4,23.0,21.6,AGGRESSIVE
79.41,3138.0,24.58,91.9,50.9,40.3,NORMAL
38.75,1729.0,10.17,80.1,74.7,34.9,SLOW
40.99,3398.0,37.78,98.8,60.0,33.3,NORMAL
82.95,4842.0,66.12,86.8,41.1,23.6,AGGRESSIVE
22.76,1825.0,10.35,84.9,99.1,39.8,SLOW
62.88,2794.0,49.84,85.0,27.1,43.7,NORMAL
37.06,1988.0,14.73,87.7,22.9,33.5,SLOW
134.68,5748.0,67.05,88.1,74.3,37.5,AGGRESSIVE
116.14,5027.0,85.98,83.9,43.6,40.6,AGGRESSIVE
74.82,3343.0,42.31,104.2,94.2,31.3,NORMAL
81.89,6232.0,85.15,82.1,50.0,20.3,AGGRESSIVE
26.15,1567.0,14.34,86.7,19.8,37.5,SLOW
29.31,1844.0,9.26,100.9,57.2,23.5,SLOW
25.98,1930.0,19.58,100.2,86.5,21.1,SLOW
29.82,1679.0,8.93,82.6,70.3,48.9,SLOW
20.99,1625.0,9.65,98.1,52.5,24.7,SLOW
65.06,2527.0,20.88,86.5,64.3,47.9,NORMAL
42.08,2715.0,43.43,102.1,34.6,46.4,NORMAL
140.67,3571.0,91.38,82.2,87.7,39.3,AGGRESSIVE
93.16,5012.0,97.4,101.5,33.5,30.2,AGGRESSIVE
78.42,2661.0,46.5,81.6,31.0,35.0,NORMAL
103.0,5264.0,89.37,89.1,43.6,46.2,AGGRESSIVE
148.38,6469.0,96.51,90.6,79.0,43.1,AGGRESSIVE
31.31,1111.0,18.32,98.3,55.4,20.3,SLOW
66.18,2878.0,24.8,85.6,68.7,37.6,NORMAL
28.64,1775.0,18.35,89.2,32.4,45.8,SLOW
32.43,1679.0,15.9,84.6,39.4,40.9,SLOW
159.17,4386.0,95.21,93.9,29.0,36.2,AGGRESSIVE
75.88,3332.0,33.66,103.0,48.3,22.7,NORMAL
156.45,5849.0,85.01,103.7,82.2,44.0,AGGRESSIVE
26.58,1657.0,6.32,94.5,89.7,36.6,SLOW
53.36,2796.0,25.27,86.1,55.9,25.2,NORMAL
34.57,1780.0,12.72,99.0,67.3,42.1,SLOW
53.58,2089.0,32.07,104.6,72.6,45.4,NORMAL
30.29,1244.0,19.68,88.6,71.3,37.6,SLOW
138.75,6378.0,70.06,100.4,61.4,47.2,AGGRESSIVE
76.66,2006.0,45.46,80.4,84.3,38.5,NORMAL
64.91,2792.0,20.73,99.7,69.6,30.3,NORMAL
64.56,2992.0,38.65,91.1,70.0,39.0,NORMAL
158.36,4736.0,64.82,101.8,33.5,45.9,AGGRESSIVE
35.38,1242.0,8.41,80.2,23.3,48.6,SLOW
41.66,2960.0,25.47,88.3,75.2,35.2,NORMAL
154.95,6365.0,80.5,87.1,92.1,45.9,AGGRESSIVE
24.2,1342.0,5.3,83.1,12.0,24.6,SLOW
52.78,2819.0,43.63,88.5,87.1,27.7,NORMAL
97.9,3923.0,94.23,97.1,89.0,28.0,AGGRESSIVE
128.68,3619.0,92.58,89.5,31.4,43.5,AGGRESSIVE
78.09,2868.0,33.34,85.7,95.0,42.0,NORMAL
29.0,1763.0,5.83,89.2,65.7,22.0,SLOW
32.88,1565.0,15.69,87.0,85.4,34.1,SLOW
49.92,2582.0,31.21,97.4,32.0,34.3,NORMAL
81.61,4559.0,77.41,84.4,63.7,45.0,AGGRESSIVE
152.53,6396.0,87.89,86.1,55.1,27.6,AGGRESSIVE
90.76,6012.0,73.63,98.4,94.5,26.7,AGGRESSIVE
77.74,2373.0,24.69,101.3,47.3,45.9,NORMAL
154.27,3517.0,60.97,82.2,71.9,32.8,AGGRESSIVE
77.37,3487.0,26.72,85.0,36.3,28.7,NORMAL
49.64,3170.0,26.82,88.7,48.8,49.7,NORMAL
29.17,914.0,7.92,103.9,34.9,44.0,SLOW
42.78,2137.0,49.53,86.3,58.9,47.5,NORMAL
70.79,2241.0,41.59,85.9,41.3,30.5,NORMAL
31.07,1707.0,17.5,80.5,91.5,49.1,SLOW
82.75,4487.0,77.27,87.0,72.7,41.4,AGGRESSIVE
21.35,1619.0,6.91,100.6,18.4,47.3,SLOW
73.19,2590.0,47.34,95.5,43.4,32.4,NORMAL
154.74,4763.0,99.92,102.0,12.6,45.0,AGGRESSIVE
49.08,3116.0,28.42,91.0,25.5,38.5,NORMAL
83.46,5488.0,97.89,90.2,49.3,41.2,AGGRESSIVE
26.88,1380.0,13.15,80.5,32.9,29.3,SLOW
154.93,4801.0,83.88,84.2,47.7,22.8,AGGRESSIVE
32.2,1806.0,14.29,90.4,41.7,42.7,SLOW
81.38,3872.0,87.57,83.9,39.2,43.7,AGGRESSIVE
116.99,4824.0,61.88,99.1,35.9,42.6,AGGRESSIVE
72.41,2999.0,28.12,100.7,80.4,35.1,NORMAL
27.24,1088.0,14.29,104.5,79.2,45.1,SLOW
35.47,1212.0,9.51,83.2,11.3,49.5,SLOW
75.56,3329.0,34.41,84.2,10.5,21.4,NORMAL
34.13,1302.0,6.49,89.3,64.4,23.2,SLOW
60.53,3153.0,49.03,97.1,72.6,47.9,NORMAL
26.38,1718.0,9.7,83.1,43.3,48.7,SLOW
68.89,3443.0,48.06,83.5,27.5,33.1,NORMAL
